"","time","well","row","col","value","condition"
"215","2.66666666666667","B11","B","11","687","H"
"216","2.66666666666667","B12","B","12","801","H"
"217","3","A1","A","1","856","A"
"218","3","A2","A","2","814","A"
"219","3","A3","A","3","805","A"
"220","3","A4","A","4","593","B"
"221","3","A5","A","5","580","B"
"222","3","A6","A","6","591","B"
"223","3","A7","A","7","489","C"
"224","3","A8","A","8","463","C"
"225","3","A9","A","9","457","C"
"226","3","A10","A","10","440","D"
"227","3","A11","A","11","429","D"
"228","3","A12","A","12","473","D"
"229","3","B1","B","1","871","E"
"230","3","B2","B","2","789","E"
"231","3","B3","B","3","769","E"
"232","3","B4","B","4","762","F"
"233","3","B5","B","5","747","F"
"234","3","B6","B","6","792","F"
"235","3","B7","B","7","803","G"
"236","3","B8","B","8","776","G"
"237","3","B9","B","9","772","G"
"238","3","B10","B","10","737","H"
"239","3","B11","B","11","730","H"
"240","3","B12","B","12","829","H"
"241","3.33333333333333","A1","A","1","1008","A"
"242","3.33333333333333","A2","A","2","948","A"
"243","3.33333333333333","A3","A","3","968","A"
"244","3.33333333333333","A4","A","4","611","B"
"245","3.33333333333333","A5","A","5","617","B"
"246","3.33333333333333","A6","A","6","632","B"
"247","3.33333333333333","A7","A","7","520","C"
"248","3.33333333333333","A8","A","8","490","C"
"249","3.33333333333333","A9","A","9","496","C"
"250","3.33333333333333","A10","A","10","450","D"
"251","3.33333333333333","A11","A","11","431","D"
"252","3.33333333333333","A12","A","12","458","D"
"253","3.33333333333333","B1","B","1","1031","E"
"254","3.33333333333333","B2","B","2","933","E"
"255","3.33333333333333","B3","B","3","926","E"
"256","3.33333333333333","B4","B","4","809","F"
"257","3.33333333333333","B5","B","5","781","F"
"258","3.33333333333333","B6","B","6","813","F"
"259","3.33333333333333","B7","B","7","830","G"
"260","3.33333333333333","B8","B","8","808","G"
"261","3.33333333333333","B9","B","9","794","G"
"262","3.33333333333333","B10","B","10","754","H"
"263","3.33333333333333","B11","B","11","727","H"
"264","3.33333333333333","B12","B","12","845","H"
"265","3.66666666666667","A1","A","1","1165","A"
"266","3.66666666666667","A2","A","2","1093","A"
"267","3.66666666666667","A3","A","3","1110","A"
"268","3.66666666666667","A4","A","4","645","B"
